00.22	46	3	["674","692","836"]
00.86	833	2	["36398","40746"]
01.08	2544	12	["2645","2649","2650","2651","2868","40425","40746","40747","40874","41588","41748","42709"]
01.23	27	2	["39223","40486"]
01.55	18	3	["41794","42709","42985"]
01.70	4482	19	["23248","37846","37847","38857","38858","40544","40545","40889","40890","41174","41175","41549","41550","41859","41860","41861","41862","42709","43056"]
01.87	5757	18	["20724","20830","21930","22014","22108","22657","25743","35565","36968","40181","40505","40846","40875","41752","42459","42460","42465","42476"]
02.09	8031	31	["10155","12909","22020","22797","24937","26870","28163","28164","29527","32982","33447","35556","35560","37830","37939","38748","39023","39071","39158","39207","40002","40178","40199","40375","40888","41331","41623","42709","42741","6939","8701"]
02.24	23000	57	["16657","22850","22923","23127","23237","23238","23241","23242","23245","23840","25253","25503","25662","26496","26721","27034","27043","27046","27716","27832","27855","27950","28138","28163","28382","28564","28568","28886","28913","29023","32999","33542","33555","33559","33560","33579","34178","34179","35008","36399","36500","38869","39158","39338","39482","39600","40190","40201","40279","40783","40826","40828","42478","42481","42709","42741","6939"]
02.56	1060	35	["14136","23950","24960","25824","26490","26696","26777","26867","32295","33113","33752","36518","37394","38095","39482","39615","40149","40274","40335","40347","40616","40618","40666","40735","40877","40943","41031","41587","41726","41753","41796","41906","41938","42696","42748"]
02.71	1202	33	["11007","15644","17037","19549","26901","27051","28553","28938","34169","34186","36518","38015","38554","39037","39081","39482","39511","39615","39619","40108","40149","40274","40335","40616","40666","40877","41031","41753","41796","41897","41906","41938","5457"]
02.88	1513	32	["17254","22980","23867","24712","25844","26591","26981","27500","28645","32730","35549","36034","37607","38334","38590","38591","38743","38954","39037","39081","39236","39326","39511","39619","40108","40149","40274","40335","40666","41472","41796","41938"]
03.25	687	33	["21818","23126","23538","23766","25461","27684","28155","29165","29274","30324","33415","33461","36747","36833","37235","37267","37778","38015","38334","38649","38743","38994","39236","39615","39619","39989","40149","40274","40335","41472","41839","41912","41938"]
03.40	447	36	["11057","17037","19622","20947","21948","23756","24892","26383","27048","27405","27662","28947","28984","29274","30324","33058","33277","33415","33753","36584","36747","36833","37267","37778","38015","38334","38743","38994","39217","39615","39619","40149","40274","40550","40943","5986"]
03.57	708	33	["11057","20316","20718","21593","22670","23756","23966","28947","29274","30324","33058","33277","33415","33753","36584","36833","37159","37235","37267","37778","38015","38105","38743","39217","39371","39482","39619","40149","40171","40274","40335","40616","41472"]
03.72	645	29	["11057","12546","13971","14524","21942","26053","26535","27401","28905","28947","29274","33277","33415","33753","35553","36584","36591","37159","37235","37267","38105","38581","38601","39217","39236","39377","39524","39619","40616"]
03.89	1206	38	["11057","12546","12787","18571","23468","23590","24715","25667","26799","26921","27401","28905","28947","31116","32020","33058","33406","33753","34194","35758","36584","36591","37159","37812","38549","38566","38601","38781","39129","39217","39236","39482","40171","40616","40780","40784","41912","4903"]
04.26	3602	49	["16445","18571","19169","20874","22594","23293","23403","24715","25098","25586","25765","26471","26799","26916","27390","27401","27674","29489","29534","29645","31116","31309","32020","33058","33277","33753","35497","35758","36584","37159","37267","38105","38781","38994","39217","39482","40171","41195","41677","41679","41685","41686","41688","41805","41807","41883","42975","42976","5977"]
04.41	287	39	["19535","20559","20874","22594","24715","25586","25968","26471","26799","27390","27401","27674","28578","29645","31116","31309","33058","33753","35497","35758","36584","36591","37267","37395","37812","38105","38252","38781","39797","39802","40121","40171","40784","41195","41325","41561","41689","41811","42977"]
04.58	2345	40	["13912","15053","17037","20559","20874","22032","22594","22996","25968","26106","26476","26799","27401","27674","27958","28632","28876","29406","29645","29657","31309","33058","33751","33753","35497","35555","35758","36584","36591","37395","37812","38105","38252","38353","38781","39797","40784","41325","41684","41883"]
04.73	1951	36	["15266","20559","22594","24990","25768","25968","26389","26476","26799","27390","27401","27671","27958","28632","28876","29657","31103","31309","33058","33753","35758","36584","36794","37267","37395","37812","38105","38353","38608","38781","40750","40777","40784","40881","41325","7382"]
05.10	386	21	["10723","23697","25843","26799","27367","27390","28395","29164","33753","34188","34231","35758","36103","36584","37209","37267","37395","37884","38353","39615","41193"]
05.27	843	26	["10723","21941","22594","23697","24754","26986","27367","27390","28528","28926","29164","29407","32042","34188","34243","35083","35758","37209","37267","37812","38353","38654","39477","40881","41883","42764"]
05.42	1299	26	["10723","13910","15265","16001","21941","23616","24754","26986","28145","28188","29164","29519","32020","32035","32493","34232","34712","35758","36964","37209","38100","38246","38353","38608","38994","41883"]
05.59	1031	27	["13609","15054","21941","23616","24754","26049","26476","26849","26986","27567","29164","29517","29519","32030","32037","32499","33437","35497","35754","35758","35945","37209","37812","38608","38994","39615","41883"]
05.74	783	25	["13909","21935","21941","23616","25808","27401","27489","27821","29164","29517","32047","34234","34263","35497","35547","35754","35758","35945","36501","36869","36983","37209","37812","38353","40881"]
06.11	998	20	["21941","25054","25809","26986","27567","27923","28584","29308","29517","32041","34229","34261","35754","35758","35945","38353","39010","40060","40881","9864"]
06.28	399	21	["22101","23616","25804","26792","27567","27731","27923","31116","31309","32041","35754","35758","35945","37209","37812","38674","39615","41472","41883","4486","9864"]
06.43	197	18	["11027","11028","22020","23616","25804","25843","25868","26076","26078","27923","27976","28582","29473","29517","32026","35945","37209","4486"]
06.75	121	16	["11027","18904","21151","21941","22913","23616","25843","26072","26986","27567","29441","29517","31309","38253","40881","4486"]
06.90	652	17	["11027","12445","18904","21151","22913","26072","26803","26851","26986","27567","29441","31309","37151","37209","37253","38253","4486"]
07.12	53	15	["11027","20230","21941","22913","24754","26072","27567","29519","35945","37151","37209","38253","41809","41883","4486"]
07.29	62	22	["11027","13608","20230","21941","22913","25668","26782","26986","27567","29459","29519","31116","32261","33753","35553","37151","37812","38253","38994","41726","4486","9864"]
07.44	77	20	["11027","13608","15680","20230","21941","22020","22913","24963","26782","26986","27567","27923","32261","37151","37812","38253","40881","41726","4486","9864"]
07.76	122	20	["11027","15680","21941","25668","25818","26782","26791","27567","27923","29519","32020","32261","34225","35945","37151","37209","38253","40881","4486","9864"]
07.91	121	21	["15680","21941","22020","24963","25668","25818","26986","27567","29318","29645","32261","34225","37151","37209","37395","37812","38253","39615","40881","41726","4486"]
08.13	131	19	["11027","12497","15680","20230","21941","24963","25668","25767","26986","28118","28193","31309","32261","34225","37151","37209","38253","4486","9864"]
08.45	43	23	["11027","21941","26986","27401","27567","27923","27998","28118","29645","31309","32261","32712","34943","35544","37209","39615","40172","40881","41239","41726","41809","4486","9864"]
08.60	46	16	["25837","27567","27923","27998","28118","29197","31309","32261","32712","34943","35945","37209","39615","40881","4486","9864"]
08.77	520	28	["18615","20504","20874","21623","25097","26986","27567","27923","27998","29197","2949","2997","31309","32261","32712","34943","35428","35544","35945","37151","37209","37395","38253","40172","40881","41472","4486","9864"]
08.92	237	28	["11027","13007","20005","20023","2366","23820","24676","25668","25837","25843","27567","27764","27923","27998","28193","29197","31309","32712","34943","35544","35945","37209","38253","40172","40881","41726","4486","9864"]
09.14	845	18	["11027","20230","24963","25668","25837","27401","28118","31309","32261","341","34943","35546","35945","37151","37395","39615","40172","42928"]
09.46	49	17	["11027","20005","20230","26795","27480","27740","28118","31309","32712","34943","35945","37151","37209","37395","39615","40881","9864"]
09.61	75	17	["11027","20230","24754","27401","27740","28118","32261","34239","34943","35545","35945","37151","37395","38253","39615","40881","9864"]
09.78	100	16	["11027","20230","22849","24754","25904","26789","26813","26986","27740","27761","32261","34943","35545","37209","37395","40172"]
09.93	101	15	["11027","20230","21657","22849","24721","24754","27740","32020","32261","34943","37151","37395","37812","38253","38558"]
10.00	118	25	["11027","20230","22020","22849","24721","24754","24963","25270","26813","27401","27764","27765","31309","32261","32712","34943","35545","37151","37209","37395","38253","40172","40983","41472","9980"]
10.17	251	27	["11027","20230","21657","22254","22849","24721","24754","24963","25668","25843","26813","27764","27765","28476","31309","32261","32712","34943","35545","37151","37209","37395","37812","38253","39615","41730","9980"]
10.32	135	25	["11027","20005","20230","20874","22254","22849","24721","24754","24963","25668","27401","27761","27765","28476","31309","32020","32261","32712","34943","35545","37395","38253","38746","40172","40881"]
10.49	189	30	["11027","11474","20005","20230","2253","22849","24721","24754","24963","25619","25843","26789","27765","28265","28476","29645","31116","32261","32712","34943","35545","35553","37209","37812","38253","38994","40172","40486","40881","41035"]
10.64	271	34	["11027","11474","20005","20230","22254","24721","24754","24963","25619","26789","26986","27761","27764","27765","28266","28476","31309","32027","32712","34943","35545","35553","37151","37209","37395","38253","38745","38884","38994","39615","40172","40881","40939","41104"]
10.96	191	26	["11474","20005","20230","21725","24938","27706","27765","28476","29645","32712","34943","35545","37209","37395","38253","38922","38960","39615","40172","40881","40893","41035","41108","41113","6939","8701"]
11.01	206	29	["11027","11474","20230","24754","24938","24963","25884","26789","27706","27761","27765","28476","29645","30239","31309","32712","35545","37151","37209","37395","38253","38888","38921","38922","38960","40172","40881","41108","9980"]
11.18	840	36	["11027","11474","12529","19822","20230","21725","21752","22254","2253","24754","24938","24963","26789","26867","26986","27706","28476","28980","28983","29645","32712","37151","37395","38888","38921","38948","38960","38961","38994","39615","40172","40789","40881","41113","41472","8701"]
11.33	2193	37	["11027","11474","12854","19822","20230","21725","22254","23496","24754","24938","24963","25872","27401","27706","27765","28476","28983","31309","32020","32712","34943","37151","37347","38253","38888","38921","38926","38948","38957","38960","38961","38971","40172","40790","41113","41472","9835"]
11.65	4286	43	["11027","11474","13529","13539","19822","20874","21725","22254","24754","24938","25306","25668","25843","26789","26799","26867","27706","27765","28476","28982","29645","31999","32712","34662","34943","36301","37151","37812","38253","38744","38881","38888","38921","38926","38948","38957","38961","38971","38994","40881","41115","42696","750"]
11.80	1265	42	["10649","11027","11474","20874","21725","21944","22254","24754","24938","27706","27765","28163","28476","28794","28981","28982","29172","31309","32712","34662","34943","37151","37395","37812","38253","38744","38747","38880","38881","38921","38926","38948","38957","38961","38971","39615","40172","40881","41113","41115","42696","9980"]
11.97	7364	49	["10652","10707","10710","11027","11087","11177","11474","1726","1729","21136","2150","21725","22196","24938","25831","25832","25843","25884","26084","26789","26867","27706","27765","28476","28685","28981","29645","29746","31309","34662","34943","37209","37395","37862","38253","38744","38747","38880","38881","38921","38926","38971","39601","39615","40881","41113","41472","8161","831"]
12.02	3837	38	["11027","11474","20874","2150","21570","21725","22196","22254","24754","24938","24963","25649","25668","26789","27706","27761","27765","28164","28476","28981","29176","29284","29740","29746","34662","34943","37862","38744","38747","38880","38881","38921","38926","38971","39601","39615","40172","41113"]
12.19	18508	55	["10832","11027","11136","11474","11636","15625","18471","18540","20030","21109","21161","21166","21173","21184","21211","21725","21943","22196","24754","24938","26789","27706","27743","27747","27748","27761","27765","28476","28662","28685","28981","29746","34188","34662","34943","37209","37395","38253","38744","38747","38880","38881","38886","38921","38971","39601","39615","40172","40881","41035","41113","42617","42696","6073","963"]
12.34	17532	56	["10756","10825","11474","14473","1588","17728","18806","19512","20005","20874","21725","21944","22254","24938","24963","25843","26025","26799","27401","27706","27761","27765","28476","28665","28685","29645","34662","34943","35553","36300","37151","37395","38253","38744","38747","38880","38881","38886","38890","38906","39601","40172","41035","41113","4391","5554","6073","6271","7027","7032","7079","7139","8142","8305","963","9976"]
12.66	19981	56	["10211","10395","10490","10716","11474","15471","16138","17037","17583","18334","18793","19134","19143","20233","20740","21033","21599","21725","21783","24754","24938","26004","26030","26789","27574","27706","27765","27804","28476","28685","29735","34662","34943","38253","3841","38744","38747","38880","38881","38886","38890","38905","38906","38941","39601","40172","40759","41113","42609","6073","656","7169","8401","8495","8566","963"]
12.81	10647	50	["11474","14470","14564","18693","19228","20129","2017","21496","22076","2389","24754","24938","26789","27706","27765","28476","28578","28685","29734","2976","33517","34662","34943","37151","37395","37812","38737","38744","38747","38880","38881","38886","38890","38905","38906","38941","39601","40064","40172","40555","40939","41113","7040","7068","7088","7488","8495","8701","8784","963"]
12.98	13797	74	["11474","1399","14048","14716","15529","17168","18602","18675","19229","20011","20131","20308","20503","21365","22254","24340","24938","24963","26986","27706","27765","28164","28277","28476","28670","28685","30914","34662","34943","3606","37151","37395","38253","38361","38366","38370","38379","38381","38388","38389","38394","38397","38404","38405","38406","38413","38418","38420","38431","38436","38439","38443","38448","38450","38744","38747","38880","38881","38886","38890","38895","38905","38906","38941","39601","39837","40172","41113","41472","5277","7170","7186","7488","963"]
13.03	10746	49	["10874","11474","13942","14051","15519","1616","16267","19229","20491","21464","22254","24938","26837","27401","27706","27761","28476","28678","28685","34662","34943","35414","37151","37812","38253","38304","38371","38744","38747","38880","38881","38886","38890","38895","38905","38906","38941","39601","39615","40172","41113","4635","5871","645","6752","7054","963","9701","9964"]
13.35	26238	79	["10562","10835","11474","12867","13517","1508","1520","1577","15935","15936","15938","18565","19227","19317","19448","19562","21276","21457","21997","22254","22545","22788","24938","26152","26154","26867","2702","27401","27706","27765","28476","28685","29188","29279","30060","30061","30246","32495","34662","34943","35646","36147","37812","37891","38253","38477","38747","38880","38881","38886","38890","38894","38895","38902","38905","38906","38914","38941","39294","39601","39615","40172","40641","40644","40645","40647","40648","40939","41113","42437","42646","446","5017","5098","5388","549","7179","8299","963"]
13.50	29619	95	["10844","10954","11474","12696","12849","13503","14741","18365","18556","18561","18733","19006","19141","19227","19448","21388","21622","21905","22254","2226","22788","24938","25614","25834","25843","26789","27706","2807","28201","28209","28476","28610","28675","28678","28685","29212","29881","29898","30057","30178","30406","30525","31091","3133","31997","32126","32127","32362","32495","33658","34544","34662","34943","35553","35583","37151","37415","37453","38172","38253","38313","38315","38747","38817","38880","38881","38886","38890","38894","38895","38898","38902","38905","38906","38914","38918","38941","38994","39601","39917","40172","41113","42134","42509","42515","4507","4667","4687","5010","5015","5156","5690","7069","963","9980"]
13.67	35825	112	["10470","10577","10578","10663","10881","11474","12661","12695","12710","12735","12737","12766","14408","14410","17638","18413","19448","1952","21622","21826","22610","22788","23410","24938","25834","26670","27576","27706","27761","27765","28355","28476","28615","28618","28685","29216","299","30054","30435","30524","30600","31384","31498","31795","31796","31851","31913","31921","32168","32214","32495","33674","3392","34434","34662","34943","35088","35553","36559","3679","37047","37081","37151","37491","37899","38056","38119","38130","38133","38253","38492","38494","38500","38514","38747","38787","38807","38880","38881","38886","38890","38894","38895","38898","38902","38905","38906","38914","38918","38941","39601","39940","40436","40893","41082","41113","42113","42189","42192","42210","4636","4655","543","5446","6844","7087","722","732","8425","8860","9816","9961"]
13.82	39488	124	["10250","10571","11474","12236","12659","12712","13259","13513","13797","16385","16917","19448","20360","20874","21335","21346","21543","21622","21826","21827","21912","22020","22367","22645","22788","24938","24963","25057","25834","26789","26828","27706","27881","28476","28611","28685","28706","29208","29895","29928","30003","30146","30150","30152","30334","3038","30438","30549","30691","31026","31235","31509","31745","31781","31839","31963","32096","32346","32460","32495","33508","34121","34492","34589","34614","34648","34662","35171","35525","36012","36248","36659","36700","36999","37105","37133","37433","37639","37812","37903","37915","38136","38253","38522","38747","38880","38881","38886","38890","38894","38898","38902","38905","38906","38914","38918","38941","39098","39601","39936","39937","39952","39971","41113","42119","42162","42183","4715","4734","4777","4935","4945","5091","5144","5347","6149","722","739","7646","8301","8397","8473","8908","899"]
13.99	83274	263	["10478","10703","11474","121","12198","12284","12292","12668","12673","12724","12759","13024","13619","13803","13817","14441","14504","16377","17107","17271","17423","17614","17618","18490","18517","19448","20032","20089","20874","21329","21622","2180","21827","22418","22788","232","2327","24705","24817","24938","25214","25454","261","26374","26789","27401","27479","27706","27729","27742","28315","28476","28685","28811","29180","29265","29276","29769","29781","29782","29819","29820","29821","29856","29892","29907","30020","30045","30074","30131","30147","30172","30173","30213","30264","30327","30335","30436","30471","30510","30557","30564","30566","30573","30622","30650","30665","30666","30668","30704","30715","30722","30726","30742","30749","30803","30823","30847","30850","30879","30891","30913","30916","30981","31171","31173","31187","31212","31219","31247","31253","31257","31259","31286","31320","31325","31331","31338","31345","31349","31359","31363","31371","31383","31441","31465","31474","31484","31502","31522","31561","31615","31631","31633","3164","31709","31729","31772","31775","31812","31834","31847","31852","31854","31942","32141","32161","32185","32233","32303","32495","33502","33623","33633","33691","33697","33747","33822","34344","34433","34651","34662","35120","35170","35245","35326","35524","35532","3561","35680","36055","36139","36141","36226","36267","36274","36292","36332","36347","36679","36703","36866","36986","36996","37008","37022","37045","37080","37278","37284","37414","37468","3750","37533","37588","37960","38017","38113","38131","38143","38155","38159","38163","38225","38506","38655","38729","38747","38880","38881","38886","38890","38894","38895","38898","38902","38905","38906","38914","38918","38941","39304","39308","39377","39535","39545","39601","39711","39717","39722","39724","39792","39921","39951","39975","40242","40251","40435","40480","40939","40999","41035","41113","41126","41196","41222","41229","41252","41513","41538","42107","42125","42156","42191","42348","4720","4736","5527","5730","6766","722","7363","871"]
14.04	99666	329	["11474","12262","12388","125","12700","12703","12772","12862","13575","13801","13811","13813","14458","14465","14496","148","14908","154","17203","17272","17615","17635","17641","17720","17844","18517","18601","18680","19302","19448","20322","20673","20866","21343","21622","21827","21986","22020","22297","22331","22344","22370","22379","22394","22408","22537","22574","22665","22788","23302","24938","25225","25454","25668","25876","26374","27479","27706","27733","27742","28345","28476","28685","29077","29091","29209","29265","29277","29363","29780","29792","29874","29913","29945","29948","29959","29974","29980","30062","30073","30117","30118","30124","30125","30147","30235","30272","30298","30300","30303","30304","30357","30358","30363","30381","30403","30462","30468","30492","30500","30625","30646","30722","30725","30751","30753","30756","30766","30816","30820","30829","30849","30856","30857","30867","30905","30907","30932","30940","30954","30981","31043","31080","31151","31169","31181","31187","31225","31240","31255","31262","31300","31310","31332","31339","31351","31374","31491","31551","31565","31647","31675","31755","31757","31766","31769","31776","31783","31808","31852","31906","31942","31944","31946","31953","32107","32129","32183","32185","32195","32201","32324","32354","32419","32429","32454","32495","33619","33623","33663","33733","34056","34662","34722","34926","35062","35090","35108","35128","35129","35141","35210","35553","36223","36266","36318","36325","36326","36328","36336","36337","36342","36351","36353","36357","36487","36529","36665","36681","36724","36741","36858","36859","36860","36862","36863","36995","37151","37280","37409","37417","37439","37457","3750","3757","37580","37591","37614","37646","37669","37693","37812","37914","37917","38057","38134","38162","38166","38225","38253","38469","38490","38717","38747","38803","38829","38880","38881","38886","38890","38894","38895","38898","38902","38905","38906","38914","38918","38941","39099","39107","39270","39601","39712","39716","39791","39792","39863","39901","39904","39914","39970","39974","40243","40435","40448","40462","40465","40470","40475","40481","40489","40504","40508","40527","40558","40559","40574","40592","41052","41062","41091","41113","41157","41197","41198","41208","41217","41223","41224","41251","41261","41265","41268","41269","41270","41279","41280","41281","41287","41288","41289","41293","41361","41402","41427","41531","41665","41706","4209","42219","42252","42354","42382","42398","42539","4650","4654","4699","470","4738","4764","6157","6393","6843","722","7616","7907","976"]
