16.23	220	145	["11474","11849","12072","12389","12903","13120","14484","19448","22429","23104","24094","24115","24794","24949","25063","25064","25471","25721","26481","26631","26874","26953","27273","27392","27550","27590","28098","28226","28416","28642","29080","29393","29952","30292","31140","31950","33411","33883","36364","36835","37797","37874","37955","38047","38084","38085","38086","39000","39229","39386","39390","39394","39396","39398","39399","39400","39404","39406","39407","40120","40134","40138","40139","40280","40304","40311","40314","40359","40361","40363","40387","40388","40389","40421","40422","40430","40451","40452","40456","40457","40460","4053","40619","40637","40667","40668","40702","40722","40724","40726","40727","40728","40729","40736","40738","40739","40740","40741","40742","40745","40897","40898","40949","40954","40955","40956","40962","40963","40979","41027","41100","41125","41314","41387","41449","41455","41475","41477","41478","41559","41566","41571","41596","41625","41626","41629","41636","41639","41640","41765","41766","41767","41813","41819","41821","41865","41909","41916","41931","41936","42449","42938","43007","43009","8063"]
16.55	6	6	["12389","40304","40633","40729","41100","41626"]
 0.23	122	1	["836"]
 0.55	404	1	["25990"]
 0.87	479	2	["30580","30798"]
 1.09	1598	12	["2862","2863","2864","2865","2866","2867","39169","39494","41588","41748","42709","42741"]
 1.24	4	3	["40940","42709","42749"]
 1.56	167	2	["40751","40941"]
 1.71	790	6	["25074","37934","38187","41944","43057","43058"]
 1.88	5784	16	["20061","20959","22275","22446","22581","23953","25525","32978","35563","35564","36968","39523","40158","40181","40186","41120"]
 2.25	5547	36	["21907","22979","23127","24960","25253","25405","27036","27042","27043","27045","27511","27602","27952","28163","28382","32405","33543","33549","33560","36399","37870","38357","39158","39338","39340","39348","40787","40818","40832","40864","40866","41022","41729","41870","42468","42709"]
 2.40	2135	49	["11057","12909","16295","20674","21591","24960","28163","33057","33113","33276","34185","34780","35757","36583","36746","36832","37266","37777","37811","38780","38993","39218","39377","39730","40268","40347","40615","40616","40618","40666","40735","40877","40881","40893","40943","41031","41104","41195","41472","41587","41730","41750","41753","41837","41870","41883","41912","42071","42748"]
 2.57	421	27	["14136","23950","24960","26867","28163","32295","33113","36518","37394","38095","39377","40108","40551","40616","40666","40877","40943","41031","41104","41239","41587","41753","41870","41906","41912","42696","42748"]
 2.72	442	21	["19549","24960","26867","26901","27051","28938","33113","38554","39377","39482","39511","40108","40616","40666","40877","40943","41035","41116","41472","41726","41906"]
 2.89	1610	32	["19518","22980","23867","24960","25844","25928","26591","26850","26867","26981","27500","28645","32730","37607","38015","38954","39037","39081","39326","39511","40108","40149","40274","40616","40666","41035","41195","41730","41753","41839","41870","42748"]
 3.26	587	27	["12909","21818","23126","23538","25461","27684","29165","30324","33415","33461","36747","37235","37778","38015","38334","38649","39236","39482","40149","40274","40335","40616","40943","41195","41883","41912","7382"]
 3.41	688	28	["11057","19622","20947","21948","24892","26383","27048","27662","29274","30324","33415","36747","36833","37235","37267","37778","38334","38743","38994","39236","39482","40149","40274","40335","40881","40943","41195","41912"]
 3.58	461	26	["11057","20316","21593","22670","23756","23966","29274","30324","33058","33277","36584","36833","37235","37267","38743","38994","39236","39371","39482","39619","40149","40274","40335","40616","40943","41195"]
 3.73	549	26	["11057","12546","13971","21942","26535","26867","28365","29274","33058","33277","33415","33753","36584","37267","38566","38994","39217","39236","39482","39524","39619","40616","40784","40881","41195","41912"]
 4.10	760	29	["18571","19884","25502","26299","26916","27401","28947","31116","32020","33058","33277","35497","35555","36584","36591","37159","37267","38105","38601","38994","39200","39217","39615","40616","40784","41700","41730","4377","5632"]
 4.27	855	32	["21012","24715","25098","25586","26916","27401","27674","29450","31116","32020","33058","33277","35497","35555","36584","36591","37267","38549","38994","39217","39615","40171","40347","40550","40616","40784","40881","41642","41675","41677","41726","41807"]
 4.42	227	28	["24715","25586","26471","26799","27390","27401","27674","31116","32020","33058","35497","36584","36591","37267","38549","38994","39482","39615","39802","40171","40550","40784","41035","41195","41325","41561","41726","41811"]
 4.59	507	36	["13912","15053","20559","20874","22032","22996","25968","26799","26916","27390","27401","27674","28578","28632","28876","31116","32020","33058","35497","35555","35758","36584","37267","38105","38252","38781","38994","39615","39797","40750","40784","41325","41684","41726","41808","41809"]
 4.74	531	35	["15266","20559","20874","22594","24990","25768","25968","26389","26476","26799","27390","27401","27958","28578","28876","29645","29657","31103","31116","31309","32020","35497","35555","35758","36584","36794","37267","38105","38608","38781","38994","39615","39797","40750","41325"]
 5.11	396	24	["20874","22594","23697","26476","26799","27367","27390","27401","28395","29645","31309","33753","34231","35497","35758","36584","38608","38994","39615","40550","40881","41193","41730","42764"]
 5.28	257	20	["10723","20874","22594","23697","26476","26799","27367","27390","27401","29164","31309","32020","34243","37395","38654","38994","39477","39615","40881","40893"]
 5.43	1022	27	["10723","13908","13910","15265","16001","20874","22594","24754","26476","27401","29164","29645","31309","32020","32035","32493","33753","35497","35758","36964","37267","37395","38353","39615","40881","41035","41104"]
 5.75	638	26	["13909","21935","23616","24754","25808","27401","27489","27567","27821","29164","31309","32020","32047","34234","35547","35754","35758","36501","37267","37395","38353","38994","39615","40881","41726","41883"]
 5.90	126	18	["21941","23616","24754","27401","27567","27763","27805","29645","31309","35754","35758","36983","37267","37395","38353","39615","40881","41883"]
 6.12	226	24	["20874","21941","23616","24754","25054","25809","27401","27567","28578","29517","29645","31309","32020","34254","34261","35754","35758","37395","38674","38994","39010","39615","40881","9864"]
 6.29	150	26	["21941","22101","23616","24754","26792","27401","27567","27731","27923","29517","31309","32020","32027","32041","33753","35754","35758","37267","37395","38674","39615","40881","40893","41726","41883","9864"]
 6.44	165	26	["21941","23616","24754","25804","25868","26076","27567","27976","28582","29037","29517","29645","31309","32027","35497","35945","37267","37395","38994","39615","40550","40881","41035","41726","41883","9864"]
 6.76	147	22	["11027","18904","21941","23616","24754","26967","27401","27567","29517","29645","31309","32020","35945","37395","38994","39615","40881","41472","41726","41883","4486","9864"]
 6.91	281	25	["11027","12445","21151","21941","22913","24754","26072","26967","27401","27567","27923","29441","29519","31309","32020","33753","35945","36959","37395","39615","40881","41472","41883","4486","9864"]
 7.13	101	19	["11027","21941","22913","26072","29519","31309","35497","37395","38253","39615","40550","40881","40893","41104","41239","41472","41883","4486","9864"]
 7.45	149	22	["11027","13608","20874","21941","22913","24754","24963","26782","27923","29422","29645","31309","32027","33753","35945","37395","38253","38994","39615","41104","4486","9864"]
 7.60	106	19	["11027","13608","24963","26782","27923","29422","31309","32027","33753","34188","35428","35945","37395","38253","38994","39615","41472","4486","9864"]
 7.77	94	21	["11027","15680","20230","20874","24754","24963","27401","27567","27923","29422","31309","32027","35428","35945","37395","38253","38994","39615","40550","4486","9864"]
 7.92	129	20	["11027","15680","20230","20874","21941","24754","25767","25818","27923","29318","31309","32020","32261","33753","35945","37395","38253","42696","4486","9864"]
 8.14	117	18	["11027","12497","20230","21941","24963","25767","27567","27923","29318","29645","32261","34225","35945","37395","38253","38994","39615","9980"]
 8.46	109	22	["11027","20230","20874","21941","2253","24754","27567","27923","27998","28118","28193","29645","32261","35428","35544","35945","37395","38253","38678","38994","39615","40893"]
 8.61	47	14	["11027","20230","20874","24754","27567","27998","28118","32020","32261","35544","37395","38253","39615","39797"]
 8.78	299	25	["11027","20230","20504","21623","24754","24963","25837","27567","27923","27998","28118","28193","2949","29645","2997","32020","32261","33753","34188","35544","35553","37395","38253","4486","9864"]
 8.93	611	26	["13007","188","20023","20230","20874","2366","23820","24676","24754","24963","25793","25837","27401","27567","27923","28118","28193","29197","32261","33753","35428","35544","37395","38253","4486","9864"]
 9.15	87	18	["20230","20874","24963","25837","25932","28118","29645","32261","32712","35544","35945","38253","40881","41730","42928","42930","4486","9864"]
 9.30	85	17	["20230","24963","26795","27401","28193","32261","32712","35945","38253","40172","40550","40881","41104","42928","4486","9864","9980"]
 9.47	74	17	["20230","20874","24963","26795","27740","27764","28118","31309","32027","32261","32712","35945","38253","40172","42928","4486","9864"]
 9.62	71	18	["20230","25904","27740","27764","28118","29645","31309","32712","34188","35553","35945","38253","39797","40172","42928","8425","9864","9980"]
 9.79	74	13	["18589","20230","24963","25904","27740","27764","32261","32712","38253","40172","40881","42928","9980"]
 9.94	25	16	["20005","22849","25843","26813","26867","27401","27764","31309","32020","32027","32712","34188","37395","38253","40172","40881"]
00.25	701	2	["10370","32705"]
00.89	1901	4	["37952","39488","40746","42698"]
01.26	9	4	["40486","40874","42692","42741"]
01.41	1	1	["42709"]
01.58	1009	3	["15206","26626","41879"]
01.73	1054	9	["36107","38679","41748","41859","41860","41863","43057","43058","43059"]
02.10	4985	22	["12909","18949","22020","22797","24937","26870","27648","28163","28164","28394","28869","33447","35556","35560","39023","39158","39238","39482","39704","42709","6939","8701"]
02.27	12027	69	["15837","19951","21833","24960","26109","26110","26488","26497","26726","26727","27028","27029","27037","27041","27510","28382","28566","33566","33569","33574","33580","36399","37844","38869","38979","39355","39356","39482","40148","40190","40260","40615","40663","40664","40666","40732","40733","40734","40853","40874","40875","40876","40877","41022","41030","41471","41593","41729","41938","41946","41947","42070","42071","42469","42691","42693","42694","42695","42696","42740","42741","42742","42743","42814","42815","42816","42908","42952","9330"]
02.42	3421	55	["11007","11057","15166","15246","24960","27025","28545","29275","29530","33057","33113","33276","34780","35561","35757","36288","36518","36583","36746","36832","37206","37811","38780","38993","39218","39482","39615","40108","40149","40268","40274","40334","40335","40347","40618","40666","40735","40877","40943","41383","41472","41587","41594","41750","41753","41796","41870","41906","41938","41943","42071","42477","42696","42709","7276"]
02.59	1386	33	["14136","17037","22725","23950","25539","26490","26681","26867","28814","28834","32501","33752","35503","37394","38095","38554","39482","39511","39615","40149","40274","40335","40616","40618","40666","40877","40943","41031","41753","41796","41897","41906","41938"]
02.74	1286	38	["17037","19549","20102","22655","26785","26901","27500","27790","28805","28835","28938","32730","33113","37607","38015","38554","38954","39037","39081","39223","39482","39511","39615","39619","40108","40149","40274","40335","40616","40666","40877","41031","41472","41753","41796","41897","41906","41938"]
03.11	2933	50	["13011","17253","23125","23523","23538","24960","25461","27684","28155","29165","29498","30324","33155","33415","33461","34184","34192","36034","36747","36833","37198","37235","37778","38334","38583","38600","38615","38624","38630","38643","38743","38954","38994","39037","39081","39236","39511","39615","39619","40108","40149","40274","40335","40943","41195","41796","41839","41912","41938","4298"]
03.28	629	30	["20947","21818","23766","27684","29274","33415","33461","34170","36747","36833","37235","37267","37778","38015","38334","38743","38994","39217","39236","39615","39619","39989","40149","40274","40335","40550","40943","41472","41938","4354"]
03.43	942	42	["11057","19622","20947","21948","22315","23301","23756","23966","24751","24892","26048","26383","27048","27662","28947","28984","29274","30324","33058","33277","33415","33753","36584","36747","36833","37267","37762","37778","38015","38105","38334","38743","39217","39236","39619","40149","40550","40616","40943","41472","41912","5986"]
03.75	1002	27	["11057","12546","13971","14524","14621","26053","26535","26799","27401","28905","28947","33058","33753","36584","36591","37159","37235","37267","38105","38566","38601","39217","39236","39524","40171","40616","41912"]
03.90	2290	38	["12787","15272","18571","19970","23468","23590","24715","25667","27401","28905","28947","31116","32020","33058","33277","33406","33753","34194","35758","36584","36591","37159","37267","37799","37812","38105","38549","38566","38601","38781","39236","39482","40171","40616","40784","40881","41472","4903"]
04.12	796	40	["18571","19884","22594","24715","26299","26471","26799","27401","28947","29645","32020","33058","33277","33753","35758","36584","37159","37267","37812","38105","38601","38608","38781","38994","39217","39482","39615","40616","40784","40881","41195","41472","41643","41647","41649","41697","41701","41806","4377","5632"]
04.29	695	49	["18374","20874","21012","22594","24715","25098","25586","25765","26471","26799","27390","27401","27674","27978","29439","29450","29645","31116","31309","32020","33058","33277","33753","35497","35555","35758","36584","36591","37159","37267","37395","37812","38105","38549","38781","39217","39482","40171","40784","41195","41472","41685","41690","41703","41807","41810","41811","41883","5977"]
04.44	1848	46	["13912","19535","20559","20874","22594","23292","23294","25807","25968","26471","26476","27390","27401","27674","27918","27958","28578","29645","31116","31309","33058","33753","35084","35555","35758","36584","37267","37395","37812","38105","38252","38549","38781","39482","39797","39802","40121","40171","40750","40784","41195","41325","41695","41810","41811","41883"]
04.76	869	31	["14608","20559","23232","24990","25843","25968","26389","26476","27390","27958","28632","29657","34188","35758","36584","37220","37395","37812","38105","38353","38608","38781","38994","40507","40750","40784","41325","41472","41687","41702","41883"]
04.91	316	21	["23697","25684","25843","26476","27367","27390","29657","32039","35758","36584","36594","37209","37267","37395","37812","38353","38608","41689","41726","41883","42764"]
05.13	457	26	["10723","15715","21941","23697","25843","26476","26799","27367","27401","28395","29164","31116","34188","35542","35758","36584","37209","37267","37395","37812","37884","38353","39797","39933","41726","41883"]
05.45	387	30	["10723","12295","15265","20874","21941","23616","24754","26476","26986","28145","29164","29517","29645","32040","32498","34188","34236","34244","34712","35758","36963","37209","37267","37812","38353","38564","38608","38994","41687","41883"]
05.60	529	24	["13609","15054","21941","22671","23616","25808","26476","26986","27567","29164","29517","29519","31116","32037","33437","33753","35754","35758","35945","37209","38353","38608","39615","39797"]
05.77	872	24	["21935","21941","25798","25808","26986","27489","27567","27821","27923","29164","29517","34263","35497","35547","35754","35945","36501","36869","36958","36983","37209","38353","38994","41883"]
05.92	113	26	["13911","21941","22020","23616","24754","26986","27401","27567","27805","27923","28584","29517","29645","34246","34254","35754","35758","35945","36983","37209","37267","37812","38353","38674","38994","9864"]
06.14	784	27	["11984","14756","21941","25054","25809","26986","27567","27923","28359","28584","29308","29517","32027","32041","33753","34229","34261","35754","35945","37209","37395","37812","38353","38674","39010","41472","9864"]
06.46	205	13	["11027","11028","25804","25843","25868","26986","27567","29517","32026","33753","40550","41883","4486"]
06.61	188	18	["11027","11028","18904","21941","23616","26799","29517","31116","31309","36959","36984","37209","37812","38253","39615","41883","4486","9864"]
06.78	134	16	["11027","21151","22913","23616","25843","26072","26986","27567","29441","29517","31309","37253","37812","38253","40881","4486"]
06.93	117	18	["11027","18904","26072","26803","27567","29441","29519","31309","33753","36959","37151","37812","38253","40881","4486","6939","7382","9864"]
07.15	88	13	["11027","20230","22913","26072","27401","27567","29519","31309","37151","38253","40550","41883","4486"]
07.30	79	21	["13608","20230","20874","22913","25843","26782","27567","29459","29519","31309","32027","32261","35428","35945","37151","37395","38253","39797","40881","41883","4486"]
07.47	84	20	["11027","13608","15680","17037","20230","21941","25668","26782","26791","26986","27567","27923","32261","35553","37151","37209","37395","38253","39615","4486"]
07.62	99	19	["11027","13608","15680","20230","21941","25668","26782","26791","26986","27567","27923","31309","32261","35553","37151","37209","39223","40881","4486"]
07.79	665	20	["15680","21941","25668","25767","25818","26791","27923","29519","32261","34225","35945","37151","37395","38253","38678","39615","40881","4486","515","9864"]
07.94	892	15	["11027","15680","21941","2255","25767","26986","27567","29318","29422","34225","35945","37151","37209","39797","40881"]
08.16	108	17	["12497","15680","26986","28118","28193","29318","31309","32261","34225","35945","37151","37812","40939","41726","4486","8701","9864"]
08.31	63	22	["11027","17037","20230","21941","2253","25668","26986","27923","27998","28118","28193","29318","31116","31309","32712","34943","35945","37151","40172","40881","4486","9864"]
08.48	42	16	["11027","26986","27923","27998","28118","32712","34943","35544","37151","37209","38678","39615","40172","40881","4486","9864"]
08.63	479	26	["21623","23829","25668","26986","27401","27567","27764","27923","28118","29197","31309","32712","34943","35428","35544","35945","37151","37395","37812","39615","40881","41809","4486","628","8701","9864"]
08.95	242	32	["11027","13007","20005","20023","20230","2366","23820","25837","27567","27764","27923","27998","28118","28193","29197","29645","31116","31309","32712","34943","35428","35544","35945","37209","38253","39054","39797","40172","40881","41726","4486","9864"]
09.00	270	26	["11027","13007","20005","20230","2366","27764","27923","27998","28118","29197","31309","32261","32712","34943","35945","37151","37209","37395","37812","38253","39054","40172","40881","41726","4486","9864"]
09.17	2184	19	["1359","22020","24754","25668","25837","25932","27401","28118","31309","32261","33106","34943","35546","35945","37151","39615","40881","41726","8425"]
09.32	56	22	["11027","20005","20230","24754","26795","26986","27740","28118","31309","34943","35553","35945","36882","37151","37395","38253","39615","40172","40279","41726","42928","8701"]
09.49	89	17	["11027","20230","25904","26795","27740","28118","31309","32261","34943","35545","35945","37151","37209","37395","40881","42928","9864"]
09.64	32	19	["11027","24754","25904","27401","27740","32261","32712","34943","35545","35945","37151","37209","37395","37812","38253","39615","40881","41726","9864"]
09.96	36	16	["11027","20005","20230","24721","24754","26813","27401","27761","27764","31116","32261","34943","37151","37209","37395","38558"]
10.03	148	21	["11027","20230","20874","22849","24721","24754","26789","26813","27765","31309","32261","32712","34943","35545","37151","37395","37812","38253","38994","40172","9980"]
10.35	156	29	["11027","17037","20005","20230","22254","22849","24721","24754","24963","2610","26789","27401","27765","28476","29645","31309","32261","32712","34943","35497","37151","37395","38253","38746","39615","40172","40881","41239","41472"]
10.50	129	28	["11027","11474","20005","20230","20874","22254","24721","24754","24963","25619","25668","27401","27765","28476","31309","32261","32712","34943","35545","37151","37209","37395","38253","38884","39615","40172","42696","8425"]
10.67	267	31	["11027","11474","20005","20230","20874","22849","24721","24754","25619","25843","26789","27761","27764","27765","28476","31116","31309","32712","34943","35545","37209","37395","38253","38745","38884","39615","40172","40881","41726","41809","8425"]
10.82	221	32	["11027","11474","20005","20230","20874","22254","24754","24938","24963","25843","26789","27401","27481","27764","27765","28476","31309","32712","34943","35545","37209","37395","37812","38253","38745","38922","38994","40172","40881","41108","41809","9980"]
10.99	207	31	["11027","11474","20230","20874","22254","24938","24963","26789","26986","27706","27761","27765","28476","31309","32712","34183","34943","35545","37151","37395","38253","38921","38922","38960","39615","40172","40881","41108","41113","41726","43089"]
11.04	2090	35	["11027","11474","20230","20874","24754","24938","25851","25884","26789","26799","27401","27706","27761","27765","28476","28980","30239","31309","32712","34943","35545","37151","37395","38253","38888","38921","38922","38957","38960","40172","40881","41108","41113","42696","9980"]
11.36	859	36	["11027","11474","12854","19822","20230","22254","2253","23491","24754","24938","24963","25884","26789","27706","27765","28476","29062","32020","32712","34943","37347","37395","38888","38921","38926","38948","38957","38960","38961","38971","39615","40172","40752","40881","41113","9980"]
11.51	1290	42	["10714","11027","11474","12854","19822","20874","21725","22254","2253","23494","24285","24938","27401","27706","27765","28476","28671","29645","29748","31309","32712","34188","34943","37347","37395","37812","38744","38881","38888","38921","38926","38948","38957","38960","38961","38971","39615","40881","41113","41114","41115","41809"]
11.68	3758	45	["11027","11474","13534","14799","1576","19822","20874","21725","24938","24963","25843","25873","27706","27727","27761","27765","28476","28982","29645","31309","31999","32712","34662","34943","35497","36301","37151","37395","38744","38747","38881","38888","38921","38926","38948","38957","38961","38971","38994","39615","40172","40881","41113","750","9980"]
11.83	4388	49	["11027","11474","12647","20874","21256","21725","22020","24754","24938","24963","26789","26986","27706","27765","28476","28981","28982","29169","29178","29179","29645","31309","32027","32712","34188","34662","34943","35497","37209","37395","37476","38253","38744","38747","38880","38881","38921","38926","38948","38957","38961","38971","40172","40762","40881","41113","7035","7055","831"]
12.05	13926	50	["10178","10452","10720","11027","11474","12538","12999","1806","19233","19295","21183","2150","21523","21725","22196","24938","24963","25945","27706","27761","27765","2800","28476","28669","28685","28981","29286","29287","29645","29746","34662","34943","35553","37395","37862","38744","38747","38880","38881","38921","38926","38971","39601","40172","41113","41115","5387","8177","9568","963"]
12.20	22154	62	["10416","10648","10865","11027","11051","11474","16457","18540","20030","21109","21724","21725","22196","22254","24938","25363","25365","25668","25909","26789","26799","26832","27401","27706","27761","27765","28476","28685","28981","29746","34188","34662","34943","37151","37395","3743","38744","38747","38880","38881","38886","38921","39601","39691","39693","39697","39698","40172","40279","40881","41115","41726","41730","41809","50","6073","7686","7831","8394","8435","8615","963"]
12.37	19870	57	["10436","10448","10756","10930","11048","11474","12527","12534","13501","13527","1574","18758","20874","21725","22840","22843","24754","24938","25873","26799","27706","27761","27765","28476","28669","28685","34188","34662","34943","37151","37395","3812","38253","38744","38747","38880","38881","38886","38890","38906","39096","39601","39615","39692","39834","40172","40550","40790","41113","6073","6764","7029","7052","8142","8614","9057","963"]
12.52	52030	79	["10289","10769","10841","10936","11298","11474","11540","11693","11877","12115","12639","14174","14615","15622","1570","16454","16764","18117","18539","18941","19133","19137","19905","20016","20555","21228","21725","21979","2224","24754","24938","25668","26789","27574","27706","27765","28476","28685","29736","3345","34662","34943","37395","38253","38744","38747","38880","38881","38886","38890","38906","38941","39601","39615","40172","40550","41113","42572","4320","4321","6073","6120","6987","7058","7134","7136","7271","8154","8168","8174","8175","8303","8495","8555","8556","8563","8609","963","9977"]
12.69	13114	49	["10395","10716","11474","12539","14904","2091","2096","22254","24754","24938","26004","2657","26789","27706","27765","28476","28685","34662","34943","35553","37209","37461","38253","38744","38747","38880","38881","38886","38890","38905","38906","38941","3912","39601","39615","40172","41113","42577","42612","42632","4616","6073","6267","6826","7081","7281","8182","8495","963"]
12.84	10577	54	["11474","17037","19175","19228","19646","20012","22254","2389","24754","24938","24963","26016","26789","26841","27000","27706","27765","28278","28476","28678","28685","3127","33105","33515","33518","34662","34943","35553","37209","37395","37812","38744","38747","38880","38881","38886","38890","38905","38906","38941","3898","39601","39765","40172","41240","41472","42575","5076","6159","7043","7488","8784","963","9656"]
13.06	10304	54	["10746","10874","11474","14051","14469","1616","16194","18757","19229","19475","21268","21464","21549","2253","24938","24963","26799","27706","27765","28164","28476","28685","29645","30663","32020","34662","34943","35497","3555","3686","37395","3793","38253","38421","3874","38744","38747","38880","38881","38886","38890","38895","38905","38906","38941","39601","39615","40172","41113","4382","6176","655","963","9701"]
13.21	14529	67	["10144","10471","10566","10627","11170","11474","12263","14511","17037","18648","18907","19181","19183","19227","19448","20874","21382","21466","21545","21933","21997","22788","24581","24938","26789","26830","26843","27706","27761","28476","28678","28685","29136","31527","31911","32020","32457","32495","34662","34879","35553","37395","38123","38253","38747","38880","38881","38886","38890","38894","38895","38905","38906","38914","38941","39540","39601","40172","41113","42514","6939","7202","8326","963","9650","9651","9824"]
13.38	13861	75	["10517","11474","12861","1328","13489","1358","18562","18807","19227","19448","19562","21622","21997","22788","24938","24963","25668","27706","28476","28678","28685","29279","30160","30680","30841","30934","31579","31931","32209","32495","34662","34943","35180","35777","36147","37421","37888","37889","37890","37892","37893","38183","38253","38477","38747","38880","38881","38886","38890","38894","38895","38902","38905","38906","38914","38941","39294","39295","39601","39840","40172","40642","40646","41113","42439","42649","447","4698","5020","700","7179","7203","8299","963","9980"]
13.53	32256	101	["10214","10306","10626","10844","11474","13502","13505","14907","18733","19006","19140","19227","19448","20886","21475","21547","21622","21905","22788","23198","23278","2401","24278","24938","24956","24985","25156","25221","25613","25834","27406","2755","27706","27765","28202","28208","28476","28672","28678","28685","29916","30164","30177","30515","30736","30811","31613","31857","31979","32020","32495","34058","34662","34816","34943","35416","35528","3609","36644","36990","37600","37687","37812","38145","38747","38804","38880","38881","38886","38890","38894","38895","38898","38902","38905","38906","38914","38918","38941","39601","39923","40172","40693","41113","42120","42126","42500","42516","42538","4643","4672","4717","4742","4991","5156","5696","7087","753","7946","897","9973"]
13.85	58271	162	["10563","11081","11474","12653","12722","12727","12741","12745","12783","13113","13243","13468","13564","13808","14483","15099","15516","15541","15950","16408","16735","17290","18820","18821","19150","19448","19851","19949","20008","210","21325","21335","21543","21826","21827","22374","22453","22606","22788","23279","24594","246","24938","24963","25834","26159","26789","26828","27706","28476","28611","28621","28685","29138","29195","29196","29208","29276","29767","29800","29853","29855","29880","29895","30013","30065","30205","30364","3038","30400","30408","30550","30621","30671","30893","31179","31235","31467","31568","31696","31744","31765","31829","31841","31904","31995","32234","32243","32332","32346","32353","32356","32495","33508","33731","33789","34492","34614","34662","34721","35520","35553","36012","36207","37012","37018","37064","37105","37133","37151","3744","37713","37900","37903","37905","37911","38481","38522","38724","38747","38880","38881","38886","38890","38894","38895","38898","38902","38905","38906","38914","38918","38941","39601","39781","39903","39949","40317","40318","41113","41472","41579","42123","42129","42198","42258","42362","42376","42456","42457","4634","4755","4932","506","5150","5185","7005","722","8301","8397","8764","8908"]
14.07	91716	335	["10208","107","11474","11605","12285","12388","12457","13473","13512","13569","13804","14357","14364","14406","14407","14496","14557","14563","15535","17037","17635","17641","17648","18637","19047","19429","19448","20673","21343","21622","22343","22388","224","22549","22788","23418","235","24303","24938","25255","2685","27479","27568","27706","27742","27761","28248","28476","28685","29077","29100","29265","29277","29363","29750","29770","29780","29786","29806","29848","29967","29993","30023","30072","30078","30114","30119","30127","30128","30140","30147","30183","30218","30247","30281","30289","30300","30301","30303","30313","30341","30356","30358","30370","30391","30413","30442","30467","30468","30475","30476","30492","30501","30505","30555","30561","30562","30577","30639","30652","30654","30662","30689","30703","30717","30722","30758","30765","30822","30827","30849","30867","30878","30886","30900","30906","30915","30955","30985","31023","31055","31068","31073","31082","31175","31199","31229","31316","31334","31372","31476","31514","31544","31547","31551","31552","31619","31647","31675","31684","31691","31774","31852","31882","31915","31926","31945","31953","31974","32089","32094","32185","32200","32202","32223","32241","32354","32414","32454","32495","33745","33907","34056","34662","34696","34883","34926","34943","35038","35062","35080","35108","35111","35156","35210","35220","35240","35319","35747","35884","36152","36223","36244","36246","36321","36323","36330","36331","36334","36341","36343","36345","36351","36354","36356","36368","36423","36451","36459","36487","36529","36566","36652","36660","36665","36677","36711","36729","36734","36741","36857","36859","36861","36865","36867","37001","37028","37035","37275","37409","37424","3750","37638","37690","37706","37920","37922","37969","38020","38114","38132","38134","38162","38233","38253","38289","38469","38502","38510","38526","38747","38880","38886","38890","38898","38902","38905","38906","38914","38918","38941","39099","39113","39267","39269","39270","39302","39601","39710","39713","39725","39864","39868","39877","39878","39901","39970","40243","40435","40448","40475","40481","40559","40592","40600","41010","41058","41087","41113","41134","41160","41161","41162","41165","41203","41204","41210","41211","41220","41224","41250","41260","41272","41295","41296","41299","41301","41302","41304","41401","41412","41504","41511","41520","41534","41652","41726","42097","42130","42208","42211","42297","42313","42354","42367","42408","42556","4628","4699","4737","475","4754","4856","4919","5155","5746","6392","652","722","724","7493","7714","8027","85","9482"]
