mmsi,dt,status,vesseltype,sog_mean,sog_min,sog_max,sog_std,count,length,width,draft,vessel,autoencode_loss
43676060,2015-01-25 10:00:00,under way using engine,0,6.631818181818184,6.3,7.4,0.16812609784924137,44,32.0,9.0,4.0,na,0.1604810655117035
43676060,2015-01-25 11:00:00,under way using engine,0,7.507843137254905,7.1,7.8,0.1683367306976132,51,32.0,9.0,4.0,na,0.1752505898475647
43676060,2015-01-25 12:00:00,under way using engine,0,5.496226415094339,3.4,8.0,1.7545503767841606,53,32.0,9.0,4.0,na,0.18903577327728271
43676060,2015-01-25 13:00:00,under way using engine,0,3.026923076923077,2.2,3.7,0.45594778881323716,52,32.0,9.0,4.0,na,0.19641372561454773
43676060,2015-01-25 14:00:00,under way using engine,0,3.036000000000001,2.1,6.6,1.4611653163255183,50,32.0,9.0,4.0,na,0.18395160138607025
43676060,2016-01-19 22:00:00,under way using engine,0,8.360000000000003,8.1,8.6,0.1302517456365914,30,32.0,9.0,4.0,na,0.1643407791852951
43676060,2016-01-25 08:00:00,engaged in fishing,0,6.915789473684209,6.6,7.3,0.203478521647691,19,32.0,9.0,4.0,na,0.2417595535516739
43676060,2016-01-25 09:00:00,engaged in fishing,0,7.057692307692308,6.6,7.4,0.17750576223306852,52,32.0,9.0,4.0,na,0.32109567523002625
43676060,2016-01-25 10:00:00,engaged in fishing,0,7.068,6.5,7.3,0.19106575425486266,50,32.0,9.0,4.0,na,0.37493985891342163
43676060,2016-01-25 11:00:00,engaged in fishing,0,6.8830188679245285,0.3,8.6,2.341575394165268,53,32.0,9.0,4.0,na,0.3480299115180969
43676060,2016-01-25 12:00:00,engaged in fishing,0,0.00576923076923077,0.0,0.2,0.030764516984328468,52,32.0,9.0,4.0,na,0.2380256950855255
43676060,2016-01-25 17:00:00,engaged in fishing,0,1.3830188679245285,0.0,8.4,2.9805611145100617,53,32.0,9.0,4.0,na,0.15198777616024017
210279000,2016-01-18 12:00:00,under way using engine,1004,12.149999999999999,12.0,12.2,0.09999999999999974,4,186.96,28.6,10.4,cargo,0.16640765964984894
210581000,2017-01-19 02:00:00,under way using engine,1004,12.8,12.8,12.8,0.0,1,229.0,32.3,14.6,cargo,0.16462011635303497
211343310,2016-01-17 03:00:00,under way using engine,79,17.5,17.0,18.4,0.7810249675906642,3,278.0,40.0,11.300000000000002,cargo,0.15910378098487854
211343310,2016-01-17 04:00:00,under way using engine,79,18.25,18.2,18.3,0.07071067811865576,2,278.0,40.0,11.3,cargo,0.1661088913679123
211343310,2016-01-17 07:00:00,under way using engine,79,19.333333333333332,19.3,19.4,0.05773502691896288,3,278.0,40.0,11.300000000000002,cargo,0.15841151773929596
215381000,2016-01-12 06:00:00,under way using engine,1004,18.5025641025641,17.1,19.1,0.575594511644576,39,222.54000000000002,32.32000000000001,12.0,cargo,0.16466949880123138
215381000,2016-01-12 07:00:00,under way using engine,1004,17.438,15.8,18.9,1.054608932258781,50,222.54000000000022,32.31999999999999,12.0,cargo,0.20961704850196838
215381000,2016-01-12 08:00:00,under way using engine,1004,18.43529411764706,17.9,19.1,0.3051711188246785,51,222.54000000000022,32.31999999999999,12.0,cargo,0.24279411137104034
215381000,2016-01-12 09:00:00,under way using engine,1004,18.846874999999994,18.5,19.2,0.23689438915454142,32,222.54,32.32000000000002,12.0,cargo,0.23960676789283752
215381000,2016-01-12 10:00:00,under way using engine,1004,20.516666666666666,19.2,20.9,0.5791047563615576,24,222.54,32.320000000000014,12.0,cargo,0.19560691714286804
220397000,2016-01-29 06:00:00,under way using engine,1004,14.5,13.8,14.9,0.35531676008879737,33,367.2800000000001,42.799999999999976,15.0,cargo,0.15193480253219604
220397000,2016-01-29 07:00:00,under way using engine,1004,14.243181818181817,13.0,14.8,0.38783701160243894,44,367.28000000000026,42.79999999999997,15.0,cargo,0.1794283539056778
220397000,2016-01-29 08:00:00,under way using engine,1004,13.852272727272725,12.7,15.2,0.9404325171105584,44,367.28000000000026,42.79999999999997,15.0,cargo,0.18703734874725342
220397000,2016-01-29 09:00:00,under way using engine,1004,14.338181818181818,14.0,15.3,0.3363700063096903,55,367.28,42.8,15.0,cargo,0.1650380790233612
229658000,2017-01-24 19:00:00,under way using engine,1004,11.090322580645163,10.5,11.6,0.30806367167592513,31,229.19999999999987,38.0,14.899999999999991,cargo,0.1696198433637619
229658000,2017-01-24 20:00:00,under way using engine,1004,10.789473684210526,10.5,11.0,0.14489358870144559,19,229.1999999999999,38.0,14.9,cargo,0.18822219967842102
229658000,2017-01-24 21:00:00,under way using engine,1004,10.533333333333333,10.5,10.6,0.057735026918962117,3,229.19999999999996,38.0,14.9,cargo,0.18195031583309174
235009850,2015-01-16 02:00:00,under way using engine,1004,11.372340425531917,11.0,11.7,0.18142207293392093,47,299.98999999999984,42.91000000000003,14.200000000000005,cargo,0.15494424104690552
235009850,2015-01-16 03:00:00,under way using engine,1004,11.31538461538462,10.8,11.7,0.25389871022277877,52,299.98999999999984,42.91000000000001,14.200000000000008,cargo,0.19530895352363586
235009850,2015-01-16 04:00:00,under way using engine,1004,11.607843137254903,11.2,11.9,0.17645751585568858,51,299.98999999999984,42.91000000000002,14.200000000000008,cargo,0.2189197689294815
235009850,2015-01-16 05:00:00,under way using engine,1004,11.707692307692307,11.5,11.9,0.09255873354446102,52,299.98999999999984,42.91000000000001,14.200000000000008,cargo,0.21559658646583557
235009850,2015-01-16 06:00:00,under way using engine,1004,12.000000000000002,11.6,12.3,0.1719980620045855,49,299.98999999999984,42.910000000000025,14.200000000000006,cargo,0.17617161571979523
235068032,2015-01-26 07:00:00,under way using engine,1004,18.681818181818183,18.2,19.4,0.339439030193723,55,279.98999999999984,39.79999999999998,14.029999999999983,cargo,0.16506129503250122
235068032,2015-01-26 08:00:00,under way using engine,1004,18.776,18.1,19.4,0.34319031431078295,50,279.98999999999984,39.79999999999997,14.029999999999983,cargo,0.17953717708587646
235068032,2015-01-26 09:00:00,under way using engine,1004,19.43396226415094,19.2,19.6,0.10731584624981445,53,279.98999999999984,39.799999999999976,14.029999999999983,cargo,0.17442505061626434
235093618,2015-01-16 00:00:00,under way using engine,1004,21.58035714285715,21.1,22.0,0.23849501070226112,56,334.79999999999967,45.80000000000001,14.200000000000012,cargo,0.18116028606891632
235093618,2015-01-16 01:00:00,under way using engine,1004,21.62682926829269,21.3,22.0,0.15004064489981137,41,334.7999999999998,45.79999999999997,14.199999999999998,cargo,0.2094336897134781
235093618,2015-01-16 02:00:00,under way using engine,1004,21.380000000000003,20.8,21.9,0.3839642840533108,15,334.80000000000007,45.79999999999999,14.199999999999996,cargo,0.20933295786380768
235098885,2015-01-29 23:00:00,under way using engine,1004,20.57,20.5,20.7,0.08232726023485623,10,334.80000000000007,45.84000000000001,14.23,cargo,0.1792784333229065
235603000,2015-01-06 03:00:00,under way using engine,1004,16.19090909090909,15.7,16.7,0.304456241016018,55,299.92,42.8,13.5,cargo,0.1985437422990799
235603000,2015-01-06 04:00:00,under way using engine,1004,16.2051282051282,15.9,16.6,0.1669363540059464,39,299.92,42.79999999999997,13.5,cargo,0.2377137839794159
235603000,2015-01-06 05:00:00,under way using engine,1004,16.7,16.7,16.7,0.0,1,299.92,42.8,13.5,cargo,0.2530541718006134
235603000,2015-01-06 06:00:00,under way using engine,1004,18.712,17.5,20.1,0.9395566330278712,25,299.92,42.79999999999998,13.5,cargo,0.22579991817474365
235603000,2015-01-06 07:00:00,under way using engine,1004,17.59,16.9,17.9,0.21551862068524097,30,299.92,42.799999999999976,13.5,cargo,0.16989825665950775
241150000,2016-01-06 11:00:00,under way using engine,1004,10.791666666666666,10.5,11.0,0.1380506103372701,24,229.0,32.26,14.5,cargo,0.15919457376003265
241150000,2016-01-06 12:00:00,under way using engine,1004,10.615384615384615,10.2,10.8,0.20349510168614982,13,229.0,32.26,14.5,cargo,0.1906934529542923
241150000,2016-01-06 13:00:00,under way using engine,1004,10.263636363636364,9.9,10.5,0.18040358795061337,11,229.0,32.26,14.5,cargo,0.20783397555351257
241150000,2016-01-06 14:00:00,under way using engine,1004,10.266666666666667,10.2,10.4,0.11547005383792576,3,229.0,32.26,14.5,cargo,0.19453132152557373
241150000,2016-01-06 15:00:00,under way using engine,1004,10.1,10.1,10.1,0.0,1,229.0,32.26,14.5,cargo,0.1533297896385193
256829000,2016-01-12 14:00:00,under way using engine,1004,12.144,11.4,13.0,0.5107657316745723,50,189.97999999999973,32.26,12.5,cargo,0.20424404740333557
256829000,2016-01-12 15:00:00,under way using engine,1004,11.403773584905652,10.7,12.3,0.6111031211452275,53,189.97999999999973,32.26,12.5,cargo,0.2633506655693054
256829000,2016-01-12 16:00:00,under way using engine,1004,10.753846153846153,10.4,11.1,0.21370819252790588,52,189.97999999999973,32.26,12.5,cargo,0.2938682734966278
256829000,2016-01-12 17:00:00,under way using engine,1004,11.092307692307694,10.4,11.8,0.4813568053505791,52,189.97999999999973,32.26,12.5,cargo,0.28189846873283386
256829000,2016-01-12 18:00:00,under way using engine,1004,11.574509803921568,11.4,11.8,0.09765887006289142,51,189.97999999999973,32.26,12.5,cargo,0.22406591475009918
256829000,2016-01-12 19:00:00,under way using engine,1004,11.478947368421052,11.1,11.6,0.15121341566151905,19,189.98,32.26,12.5,cargo,0.15922638773918152
257439000,2015-01-31 17:00:00,under way using engine,1004,10.661538461538461,10.0,11.1,0.27946296268255766,52,182.9099999999999,31.17000000000002,12.029999999999983,cargo,0.1812274307012558
257439000,2015-01-31 18:00:00,under way using engine,1004,11.495744680851063,10.7,12.5,0.5245940239049087,47,182.90999999999994,31.170000000000016,12.029999999999985,cargo,0.21585868299007416
257439000,2015-01-31 19:00:00,under way using engine,1004,11.660606060606058,11.2,12.4,0.39285763478914554,33,182.90999999999994,31.16999999999999,12.02999999999999,cargo,0.21368829905986786
257439000,2015-01-31 20:00:00,under way using engine,1004,11.024242424242425,10.9,11.5,0.15817376329195515,33,182.90999999999994,31.16999999999999,12.02999999999999,cargo,0.17061536014080048
257862000,2015-01-22 15:00:00,under way using engine,1004,8.3,8.3,8.3,0.0,1,224.95,32.2,13.84,cargo,0.1701967865228653
257919000,2017-01-20 11:00:00,under way using engine,1024,16.299999999999997,16.2,16.4,0.14142135623731025,2,225.21,36.63,12.0,tanker,0.21175529062747955
257919000,2017-01-20 12:00:00,under way using engine,1024,16.0,16.0,16.0,0.0,2,225.21,36.63,12.0,tanker,0.2325635850429535
257948000,2015-01-13 14:00:00,under way using engine,1024,11.2,11.2,11.2,0.0,1,205.01,32.34,12.22,tanker,0.2207089066505432
257948000,2015-01-13 16:00:00,under way using engine,1024,10.533333333333333,10.5,10.6,0.05773502691896237,3,205.01,32.34,12.22,tanker,0.1667798012495041
258973000,2015-01-14 07:00:00,under way using engine,1004,10.978431372549016,10.3,11.7,0.48303777305308065,51,187.3100000000001,29.470000000000024,11.820000000000004,cargo,0.16340351104736328
258973000,2015-01-14 08:00:00,under way using engine,1004,10.923404255319149,10.3,11.8,0.4732922463090643,47,187.31000000000014,29.470000000000024,11.819999999999999,cargo,0.2148754745721817
258973000,2015-01-14 09:00:00,under way using engine,1004,11.94230769230769,11.6,12.4,0.220823906284459,52,187.3100000000001,29.470000000000024,11.820000000000004,cargo,0.25808170437812805
258973000,2015-01-14 10:00:00,under way using engine,1004,12.038297872340422,11.6,12.3,0.1939892326565554,47,187.31000000000014,29.470000000000024,11.819999999999999,cargo,0.26583045721054077
258973000,2015-01-14 11:00:00,under way using engine,1004,12.011111111111113,11.4,12.7,0.3352219225732976,45,187.31000000000017,29.470000000000024,11.819999999999997,cargo,0.23190879821777344
258973000,2015-01-14 12:00:00,under way using engine,1004,12.424242424242426,12.2,12.9,0.19369806244239823,33,187.31000000000012,29.47000000000002,11.819999999999995,cargo,0.16232043504714966
303072000,2015-01-01 16:00:00,undefined,1001,0.0,0.0,0.0,0.0,52,38.46000000000002,11.580000000000002,4.699999999999996,fishing,0.15013334155082703
303072000,2015-01-07 03:00:00,undefined,1001,7.018518518518518,6.3,7.6,0.4000349390750546,54,38.46000000000002,11.580000000000004,4.699999999999996,fishing,0.16096264123916626
303072000,2015-01-07 04:00:00,undefined,1001,7.334782608695652,6.9,7.8,0.23778364704481328,46,38.46000000000002,11.579999999999997,4.699999999999997,fishing,0.15945322811603546
303072000,2016-01-17 01:00:00,under way using engine,1001,4.972222222222222,4.2,5.8,0.3828476551371644,54,38.46000000000002,11.580000000000004,4.699999999999996,fishing,0.15938080847263336
303072000,2016-01-17 02:00:00,under way using engine,1001,5.2518518518518515,4.4,6.0,0.3795432909609748,54,38.46000000000002,11.580000000000004,4.699999999999996,fishing,0.16573721170425415
303072000,2016-01-17 03:00:00,under way using engine,1001,7.646666666666665,5.1,8.7,1.1699494045450864,30,38.460000000000015,11.580000000000002,4.700000000000001,fishing,0.1593552678823471
303158000,2015-01-23 06:00:00,under way using engine,1001,11.02727272727273,9.8,11.8,0.5883721765870802,11,39.93,9.760000000000002,0.0,fishing,0.18257981538772583
303158000,2015-01-23 07:00:00,under way using engine,1001,9.985714285714286,5.1,11.9,1.8536359908446494,35,39.93,9.759999999999996,0.0,fishing,0.206826314330101
303158000,2015-01-23 08:00:00,under way using engine,1001,2.2632653061224484,0.0,10.8,4.153246414831766,49,39.930000000000014,9.759999999999994,0.0,fishing,0.20898915827274323
303158000,2015-01-23 09:00:00,under way using engine,1001,0.034210526315789476,0.0,0.1,0.048078290821993185,38,39.93000000000001,9.759999999999996,0.0,fishing,0.17662012577056885
303159000,2015-01-07 20:00:00,engaged in fishing,1001,0.002127659574468085,0.0,0.1,0.014586499149789454,47,39.930000000000014,9.759999999999994,0.0,fishing,0.16312439739704132
303159000,2015-01-07 21:00:00,engaged in fishing,1001,0.001851851851851852,0.0,0.1,0.013608276348795433,54,39.930000000000014,9.759999999999994,0.0,fishing,0.25302815437316895
303159000,2015-01-07 22:00:00,engaged in fishing,1001,0.0,0.0,0.0,0.0,53,39.930000000000014,9.759999999999994,0.0,fishing,0.36412525177001953
303159000,2015-01-07 23:00:00,engaged in fishing,1001,0.0,0.0,0.0,0.0,53,39.930000000000014,9.759999999999994,0.0,fishing,0.44793951511383057
303159000,2015-01-08 00:00:00,engaged in fishing,1001,0.0,0.0,0.0,0.0,52,39.93000000000002,9.759999999999994,0.0,fishing,0.4477583169937134
303159000,2015-01-08 01:00:00,engaged in fishing,1001,0.0,0.0,0.0,0.0,53,39.930000000000014,9.759999999999994,0.0,fishing,0.31121620535850525
303159000,2015-01-08 05:00:00,engaged in fishing,1001,0.0,0.0,0.0,0.0,55,39.93000000000001,9.759999999999994,0.0,fishing,0.1513577550649643
303159000,2015-01-08 06:00:00,engaged in fishing,1001,0.001724137931034483,0.0,0.1,0.013130643285972254,58,39.93,9.759999999999994,0.0,fishing,0.1887338012456894
303221000,2015-01-18 05:00:00,under way using engine,1001,0.0,0.0,0.0,0.0,54,37.339999999999975,9.709999999999994,3.050000000000001,fishing,0.15391387045383453
303221000,2015-01-18 06:00:00,under way using engine,1001,0.0,0.0,0.0,0.0,53,37.339999999999975,9.709999999999994,3.050000000000001,fishing,0.1709103286266327
303221000,2015-01-18 07:00:00,under way using engine,1001,0.0,0.0,0.0,0.0,54,37.339999999999975,9.709999999999994,3.050000000000001,fishing,0.17183515429496765
303221000,2015-01-18 08:00:00,under way using engine,1001,0.0,0.0,0.0,0.0,52,37.339999999999975,9.709999999999992,3.050000000000001,fishing,0.15231488645076752
303221000,2016-01-18 20:00:00,undefined,1001,0.0,0.0,0.0,0.0,51,37.339999999999975,9.709999999999994,3.0,fishing,0.15574637055397034
303221000,2016-01-18 21:00:00,undefined,1001,0.0,0.0,0.0,0.0,52,37.339999999999975,9.709999999999992,3.0,fishing,0.15385331213474274
303221000,2017-01-17 03:00:00,under way sailing,1001,0.0,0.0,0.0,0.0,52,37.339999999999975,9.709999999999992,3.0,fishing,0.1549229770898819
303221000,2017-01-17 04:00:00,under way sailing,1001,0.0,0.0,0.0,0.0,52,37.339999999999975,9.709999999999992,3.0,fishing,0.17273066937923431
303221000,2017-01-17 05:00:00,under way sailing,1001,0.0,0.0,0.0,0.0,52,37.339999999999975,9.709999999999992,3.0,fishing,0.17196132242679596
303244000,2015-01-25 14:00:00,under way using engine,1001,0.045283018867924546,0.0,0.1,0.050253349432378275,53,61.099999999999945,12.220000000000017,0.0,fishing,0.16710688173770905
303244000,2015-01-25 15:00:00,under way using engine,1001,0.025,0.0,0.1,0.043723731609760313,52,61.099999999999945,12.220000000000017,0.0,fishing,0.22076813876628876
303244000,2015-01-25 16:00:00,under way using engine,1001,0.03773584905660377,0.0,0.7,0.10233131540837119,53,61.099999999999945,12.220000000000017,0.0,fishing,0.25923582911491394
303244000,2015-01-25 17:00:00,under way using engine,1001,10.888679245283024,2.1,12.5,2.5319998463785423,53,61.099999999999945,12.220000000000017,0.0,fishing,0.2671358585357666
303244000,2015-01-25 18:00:00,under way using engine,1001,0.27115384615384613,0.0,5.6,0.9979069347274193,52,61.099999999999945,12.220000000000017,0.0,fishing,0.2271699607372284
303244000,2015-01-25 19:00:00,under way using engine,1001,0.009615384615384616,0.0,0.1,0.029767829619260586,52,61.099999999999945,12.220000000000017,0.0,fishing,0.16038189828395844
303244000,2016-01-16 18:00:00,under way using engine,1001,4.624999999999999,0.2,10.5,3.905671866308373,56,61.099999999999945,12.220000000000017,0.0,fishing,0.1650945544242859
303244000,2016-01-16 19:00:00,moored,1001,0.08124999999999999,0.0,0.2,0.05439056290693574,16,61.100000000000016,12.22,0.0,fishing,0.19446814060211182
303244000,2016-01-16 19:00:00,under way using engine,1001,0.06363636363636363,0.0,0.1,0.050452497910951306,11,61.100000000000016,12.22,0.0,fishing,0.19461479783058167
303244000,2016-01-16 20:00:00,moored,1001,0.09473684210526316,0.0,0.2,0.05242650104380329,19,61.1,12.22,0.0,fishing,0.16814133524894714
303244000,2016-01-16 23:00:00,moored,1001,0.1,0.1,0.1,0.0,13,61.100000000000016,12.22,0.0,fishing,0.16225719451904297
303244000,2016-01-17 00:00:00,moored,1001,0.09999999999999999,0.1,0.1,0.0,6,61.1,12.22,0.0,fishing,0.17513646185398102
303244000,2016-01-22 18:00:00,moored,1001,0.015000000000000003,0.0,0.1,0.03663475485325232,20,61.1,12.22,0.0,fishing,0.17186309397220612
303244000,2016-01-22 19:00:00,moored,1001,0.005,0.0,0.1,0.0223606797749979,20,61.1,12.22,0.0,fishing,0.20517900586128235
303244000,2016-01-22 20:00:00,moored,1001,0.0,0.0,0.0,0.0,20,61.1,12.22,0.0,fishing,0.21817967295646667
303244000,2016-01-22 21:00:00,moored,1001,0.0,0.0,0.0,0.0,20,61.1,12.22,0.0,fishing,0.19377052783966064
303244000,2017-01-27 02:00:00,under way using engine,1001,0.06346153846153849,0.0,0.1,0.04862358886039942,52,61.099999999999945,12.220000000000017,0.0,fishing,0.19149722158908844
303244000,2017-01-27 03:00:00,under way using engine,1001,0.025,0.0,0.1,0.043723731609760313,52,61.099999999999945,12.220000000000017,0.0,fishing,0.23982875049114227
303244000,2017-01-27 04:00:00,under way using engine,1001,0.048076923076923093,0.0,0.1,0.050450459549723436,52,61.099999999999945,12.220000000000017,0.0,fishing,0.2596891224384308
303244000,2017-01-27 05:00:00,under way using engine,1001,7.685185185185186,0.0,12.4,5.314466103482023,54,61.099999999999945,12.220000000000017,0.0,fishing,0.23886020481586456
303244000,2017-01-27 06:00:00,under way using engine,1001,4.01509433962264,0.0,11.7,5.126192027467108,53,61.099999999999945,12.220000000000017,0.0,fishing,0.1753307580947876
303295000,2015-01-07 01:00:00,under way using engine,1025,0.08461538461538451,0.0,0.2,0.04979419931365026,104,30.71000000000003,9.450000000000017,4.189999999999999,tugtow,0.21256810426712036
303295000,2015-01-07 02:00:00,under way using engine,1025,0.09019607843137244,0.0,0.2,0.06054178480389649,102,30.710000000000026,9.450000000000017,4.189999999999999,tugtow,0.2837291359901428
303295000,2015-01-07 03:00:00,under way using engine,1025,0.08269230769230759,0.0,0.2,0.05819669975680769,104,30.71000000000003,9.450000000000017,4.189999999999999,tugtow,0.3246205747127533
303295000,2015-01-07 04:00:00,under way using engine,1025,0.08199999999999989,0.0,0.2,0.05199067515459194,100,30.710000000000026,9.450000000000015,4.189999999999999,tugtow,0.31223034858703613
303295000,2015-01-07 05:00:00,under way using engine,1025,0.08653846153846143,0.0,0.2,0.05224604283373924,104,30.71000000000003,9.450000000000017,4.189999999999999,tugtow,0.2383367419242859
303295000,2015-01-07 06:00:00,under way using engine,1025,0.08846153846153834,0.0,0.2,0.05797169096162335,104,30.71000000000003,9.450000000000017,4.189999999999999,tugtow,0.1552973985671997
303295000,2016-01-26 07:00:00,under way using engine,1025,0.06363636363636366,0.0,0.3,0.0685087300188445,44,30.710000000000022,9.449999999999992,4.1999999999999975,tugtow,0.16066987812519073
303295000,2016-01-26 08:00:00,under way using engine,1025,0.06153846153846157,0.0,0.1,0.04912507507890747,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.15793924033641815
303295000,2017-01-06 16:00:00,under way using engine,1025,0.05576923076923079,0.0,0.1,0.05015060275070907,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.15008844435214996
303295000,2017-01-06 17:00:00,under way using engine,1025,0.03846153846153847,0.0,0.1,0.04912507507890747,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.19683511555194855
303295000,2017-01-06 18:00:00,under way using engine,1025,0.05384615384615387,0.0,0.2,0.054093377730816634,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.23707112669944763
303295000,2017-01-06 19:00:00,under way using engine,1025,0.08461538461538462,0.0,0.3,0.060664992601171155,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.24576379358768463
303295000,2017-01-06 20:00:00,under way using engine,1025,0.05000000000000002,0.0,0.2,0.05423261445466405,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.2124578356742859
303295000,2017-01-14 06:00:00,under way using engine,1025,0.08076923076923079,0.0,0.2,0.05953565923852115,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.16305522620677948
303295000,2017-01-14 07:00:00,under way using engine,1025,0.07254901960784317,0.0,0.2,0.05321064319306438,51,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.22080333530902863
303295000,2017-01-14 08:00:00,under way using engine,1025,0.07500000000000004,0.0,0.1,0.0437237316097603,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.26468828320503235
303295000,2017-01-14 09:00:00,under way using engine,1025,0.06730769230769235,0.0,0.2,0.06174315504224039,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.27578654885292053
303295000,2017-01-14 10:00:00,under way using engine,1025,0.08653846153846155,0.0,0.2,0.04862358886039942,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.23418806493282318
303295000,2017-01-14 11:00:00,under way using engine,1025,0.06730769230769235,0.0,0.2,0.05502638884280831,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.16756178438663483
303295000,2017-01-22 00:00:00,under way using engine,1025,0.0826923076923077,0.0,0.2,0.055026388842808326,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.15842090547084808
303295000,2017-01-22 01:00:00,under way using engine,1025,0.06730769230769235,0.0,0.2,0.05133952284872584,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.20600073039531708
303295000,2017-01-22 02:00:00,under way using engine,1025,0.06346153846153849,0.0,0.2,0.05250152622934171,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.2416154146194458
303295000,2017-01-22 03:00:00,under way using engine,1025,0.07115384615384619,0.0,0.2,0.05363836226513327,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.24202696979045868
303295000,2017-01-22 04:00:00,under way using engine,1025,0.0807692307692308,0.0,0.3,0.06870928109943084,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.21241596341133118
303295000,2017-01-22 05:00:00,under way using engine,1025,0.06470588235294121,0.0,0.2,0.05224377249688121,51,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.17380291223526
303295000,2017-01-22 06:00:00,under way using engine,1025,0.0884615384615385,0.0,0.3,0.054786022812629336,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.1579100638628006
303295000,2017-01-22 07:00:00,under way using engine,1025,0.0942307692307692,0.0,0.3,0.06690192276747296,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.15426772832870483
303295000,2017-01-31 10:00:00,under way using engine,1025,0.1269230769230769,0.0,0.3,0.081926281103471,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.1751370131969452
303295000,2017-01-31 11:00:00,under way using engine,1025,0.13653846153846155,0.0,0.3,0.08171890163151507,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.19832976162433624
303295000,2017-01-31 12:00:00,under way using engine,1025,0.1192307692307692,0.0,0.3,0.07679476477883045,52,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.19609178602695465
303295000,2017-01-31 13:00:00,under way using engine,1025,0.12156862745098039,0.0,0.4,0.08558907755127657,51,30.710000000000022,9.449999999999992,4.199999999999997,tugtow,0.1580907553434372
303303000,2015-01-18 21:00:00,under way using engine,1001,0.03148148148148149,0.0,0.1,0.04688031358190116,54,36.27999999999998,8.540000000000006,0.0,fishing,0.1688622683286667
303303000,2015-01-18 22:00:00,under way using engine,1001,0.014814814814814814,0.0,0.1,0.03585825031987472,54,36.27999999999998,8.540000000000006,0.0,fishing,0.27073198556900024
303303000,2015-01-18 23:00:00,under way using engine,1001,0.022222222222222223,0.0,0.1,0.04196434545311266,54,36.27999999999998,8.540000000000006,0.0,fishing,0.4009156823158264
303303000,2015-01-19 00:00:00,under way using engine,1001,0.016666666666666666,0.0,0.1,0.03761773969316395,54,36.27999999999998,8.540000000000006,0.0,fishing,0.5023676156997681
303303000,2015-01-19 01:00:00,under way using engine,1001,0.04909090909090909,0.0,0.9,0.16428602798138064,55,36.27999999999998,8.540000000000006,0.0,fishing,0.5051903128623962
303303000,2015-01-19 02:00:00,under way using engine,1001,0.0018181818181818182,0.0,0.1,0.01348399724926484,55,36.27999999999998,8.540000000000006,0.0,fishing,0.34795716404914856
303303000,2015-01-19 06:00:00,under way using engine,1001,10.273584905660377,9.8,10.7,0.24896010137263352,53,36.27999999999998,8.540000000000006,0.0,fishing,0.18366137146949768
303303000,2015-01-19 07:00:00,under way using engine,1001,10.371794871794874,10.0,10.8,0.17910408316001172,39,36.27999999999998,8.540000000000001,0.0,fishing,0.2088029980659485
303397000,2017-01-13 07:00:00,undefined,1001,0.00196078431372549,0.0,0.1,0.014002800840280097,51,32.619999999999955,9.149999999999991,0.0,fishing,0.18361501395702362
303397000,2017-01-13 08:00:00,undefined,1001,0.0038461538461538464,0.0,0.1,0.019418390934515434,52,32.619999999999955,9.149999999999991,0.0,fishing,0.24123097956180573
303397000,2017-01-13 09:00:00,undefined,1001,0.0038461538461538464,0.0,0.1,0.019418390934515434,52,32.619999999999955,9.149999999999991,0.0,fishing,0.27676910161972046
303397000,2017-01-13 10:00:00,undefined,1001,0.009615384615384616,-0.1,0.1,0.035753049422202095,52,32.619999999999955,9.149999999999991,0.0,fishing,0.2720244824886322
303397000,2017-01-13 11:00:00,undefined,1001,0.0056603773584905665,-0.1,0.1,0.030477572710378372,53,32.619999999999955,9.149999999999991,0.0,fishing,0.21373341977596283
303426100,2015-01-11 20:00:00,engaged in fishing,1001,8.100000000000001,7.9,8.3,0.2828427124746186,2,41.15,9.48,0.0,fishing,0.18304170668125153
303426100,2015-01-11 21:00:00,engaged in fishing,1001,9.43,9.2,9.6,0.14944341180973236,10,41.14999999999999,9.480000000000002,0.0,fishing,0.20321132242679596
