40801	0
28663	0
36880	0
41626	0
39223	0
43084	0
39256	0
40636	0
36649	0
26518	0
43090	0
41467	0
41632	0
40543	0
33976	0
39262	0
41177	0
39169	0
12764	0
40714	0
40945	0
28637	0
42992	0
43063	0
35770	0
43096	0
41672	0
36463	0
36496	0
38081	0
38207	0
31343	0
37033	0
36721	0
36655	0
38254	0
41814	0
43074	0
22414	0
40052	0
33670	0
34462	0
37115	0
43088	0
35069	0
35036	0
36078	0
40627	0
35808	0
41392	0
41815	0
42805	0
42904	0
42937	0
43075	0
41733	0
41865	0
40292	0
42756	0
43092	0
34694	0
37169	0
18503	0
38621	0
23132	0
23264	0
40370	0
40628	0
42086	0
42938	0
43076	0
40979	0
29016	0
28546	0
42062	0
32220	0
26297	0
29166	0
40637	0
28572	0
40371	0
40629	0
37310	0
42054	0
23829	0
42483	0
42906	0
43011	0
43077	0
36452	0
34175	0
25258	0
25489	0
28117	0
43066	0
31363	0
34201	0
41639	0
36973	0
42241	0
40372	0
38111	0
40828	0
41098	0
26790	0
42055	0
43078	0
41938	0
39695	0
40745	0
32420	0
43082	0
34202	0
34499	0
35126	0
35489	0
42746	0
42989	0
43061	0
43094	0
41624	0
40142	0
40667	0
41462	0
40634	0
43073	0
40139	0
40725	0
42056	0
41391	0
43079	0
40591	0
41879	0
40393	0
17181	0
42926	0
34187	0
37660	0
36938	0
31233	0
36383	0
32421	0
43064	0
34172	0
40625	0
33576	0
32978	0
43097	0
39542	0
31526	0
38070	0
40929	0
28816	0
42057	0
28674	0
23851	0
38644	0
29169	0
23837	0
26515	0
29419	0
32983	0
36671	0
43006	0
35582	0
36136	0
25501	0
37504	0
37289	0
37702	0
36264	0
38071	0
40870	0
41455	0
41125	0
40630	0
26953	0
38079	0
39168	0
22787	0
38637	0
40122	0
26648	0
41112	0
41178	0
41640	0
41673	0
43026	0
38815	0
35106	0
29393	0
37072	0
28055	0
36868	0
29177	0
32258	0
31943	0
35150	0
27978	0
36926	0
37916	0
31078	0
40589	0
40622	0
40886	0
36109	0
41876	0
42998	0
43070	0
23589	0
35515	0
35449	0
41868	0
37109	0
28056	0
38171	0
38627	0
38484	0
42991	0
40623	0
40887	0
41190	0
41448	0
41778	0
41910	0
40640	0
43071	0
43072	0
40626	0
41102	0
43095	0
41630	0
41671	0
42208	0
40153	0
41779	0
29311	0
41449	0
38800	0
42983	0
40888	0
40624	0
12046	0
35581	0
17130	0
36526	0
42997	0
41542	0
29175	0
41476	0
38085	0
39859	0
40621	0
38151	0
38152	0
40387	0
2767	0
40125	0
31777	0
35833	0
34713	0
32107	0
29173	0
29176	0
42996	0
40620	0
40423	0
32206	0
34645	0
34216	0
40126	0
33525	0
37519	0
28963	0
43087	0
43021	0
42995	0
35081	0
42064	0
35768	0
40639	0
42137	0
38084	0
36388	0
36157	0
35794	0
35761	0
35662	0
25967	0
38969	0
40117	0
37311	0
43020	0
40632	0
40595	0
40638	0
43080	0
40599	0
38570	0
35100	0
41468	0
29361	0
40542	0
29787	0
27273	0
41631	0
36555	0
36885	0
43019	0
43008	0
42757	0
27550	0
36552	0
23967	0
41437	0
41909	0
41633	0
40133	0
43093	0
41622	0
39459	0
39987	0
26065	0
32424	0
37681	0
28272	0
39331	0
32349	0
42988	0
42070	0
31962	0
43091	0
41670	0
41453	0
38093	0
37955	0
26061	0
20253	0
35988	0
42990	0
43089	0
43060	0
36239	0
41930	0
41754	0
42971	0
37542	0
32067	0
40737	0
37285	0
32147	0
37281	0
38094	0
20767	0
36108	0
40590	0
42929	0
40619	0
40631	0
35619	0
31156	0
41625	0
31189	0
36704	0
37524	0
36135	0
36151	0
43009	0
40668	0
23304	0
31453	0
36869	0
39207	0
40635	0
42075	0
40131	0
35314	0
23696	0
32310	0
42745	0
41451	0
43007	0
34324	0
41781	0
30894	0
43083	0
13637	0
42444	0
41780	0
40949	0
10669	0
42342	0
41027	0
27885	0
37523	0
40361	0
38618	0
42573	0
26053	0
23235	0
43035	0
40134	0
39206	0
30861	0
41124	0
26507	0
40132	0
40767	0
837	0
39222	0
38595	0
40068	0
36434	0
41454	0
41450	0
23467	0
42972	0
40633	0
43081	0
37723	0
43034	0
37129	0
29739	0
41821	0
40392	0
22411	1
30195	1
41485	1
34157	1
34887	1
29838	1
23104	1
30896	1
40363	1
42770	1
40897	1
43065	1
26238	1
42870	1
25063	1
43050	1
43005	1
41559	1
34881	1
34041	1
21825	1
40460	1
26631	1
43067	1
42842	1
42912	1
30692	1
40103	1
42945	1
30995	1
34753	1
42910	1
34809	1
41326	1
23234	1
42811	1
34423	1
39280	1
41766	1
33786	1
42993	1
28832	1
40700	1
42848	1
40280	1
42960	1
42947	1
40722	1
41819	1
39292	1
36297	1
31790	1
39794	1
37302	1
42803	1
42838	1
40723	1
39049	1
43085	1
40736	1
42809	1
34562	1
33947	1
25833	1
43014	1
34719	1
40459	1
41817	1
22485	1
42928	1
42901	1
40812	1
40726	1
26986	1
41100	1
27155	1
38972	1
40948	1
23594	1
43043	1
43010	1
40954	1
42959	1
21622	1
34718	1
